combined_text,sentiment,overall,verified,vote,style_Size,style_Color,textLen,wordCount,is_outlier,clean_vader,clean_swn,vader_score,vader_pred,swn_score,swn_prediction
Five Stars Love the fit,Positive,5.0,True,,7.5 B(M) US,Black/White/Anthracite/Stealth,23,5,False,Five Stars Love the fit,"['five', 'star', 'love', 'fit']",0.7717,Positive,0.0,Neutral
"Five Stars fits perfect, my daughter loves them",Positive,5.0,True,,9.5 B(M) US,Black/White/Anthracite/Stealth,47,8,False,"Five Stars fits perfect, my daughter loves them","['five', 'star', 'fit', 'perfect', 'daughter', 'love']",0.8126,Positive,0.625,Positive
"Well made, soft, thick & so very colorful ... Well made, soft, thick & so very colorful. Bought the just as gorgeous rich, red Fireman's scarf, too. My little fella is quite the fashion plate! And toasty, too!",Positive,5.0,True,,One Size,Space Hero (Blue),209,38,False,"Well made, soft, thick & so very colorful ... Well made, soft, thick & so very colorful. Bought the just as gorgeous rich, red Fireman's scarf, too. My little fella is quite the fashion plate! And toasty, too!","['well', 'made', 'soft', 'thick', 'colorful', 'well', 'made', 'soft', 'thick', 'colorful', 'bought', 'gorgeous', 'rich', 'red', 'fireman', 'scarf', 'little', 'fella', 'quite', 'fashion', 'plate', 'toasty']",0.9126,Positive,0.75,Positive
"so light & comfortable! wow these are the most comfortable, light weight shoes. I love them!!",Positive,5.0,True,,7.5 B(M) US,Black,93,16,False,"so light & comfortable! wow these are the most comfortable, light weight shoes. I love them!!","['light', 'comfortable', 'wow', 'comfortable', 'light', 'weight', 'shoe', 'love']",0.9519,Positive,-1.25,Negative
Five Stars I love them!,Positive,5.0,True,,7 B(M) US,Black/White/Anthracite/Stealth,23,5,False,Five Stars I love them!,"['five', 'star', 'love']",0.6696,Positive,0.625,Positive
"Foam compresses I **loved** these shoes when I got them. I've noticed that the foam inside tends to compress during a workout, though. I'll lace them tightly enough that they're nearly cutting off my circulation. 20 minutes later, I'm sliding out of them while doing sled pushes.",Negative,2.0,True,,11 B(M) US,Cool Grey/Volt/Pure Platinum,279,47,False,"Foam compresses I **loved** these shoes when I got them. I've noticed that the foam inside tends to compress during a workout, though. I'll lace them tightly enough that they're nearly cutting off my circulation. 20 minutes later, I'm sliding out of them while doing sled pushes.","['foam', 'compress', 'loved', 'shoe', 'got', 'ive', 'noticed', 'foam', 'inside', 'tends', 'compress', 'workout', 'though', 'ill', 'lace', 'tightly', 'enough', 'theyre', 'nearly', 'cutting', 'circulation', '20', 'minute', 'later', 'im', 'sliding', 'sled', 'push']",0.5267,Positive,0.625,Positive
Color was not at all what i expected. It ... Color was not at all what i expected.  It was more orange then red.  Not sure that I am going to keep them.,Negative,2.0,True,,9.5 B(M) US,Wolf Grey/Platinum/White/Crimson,152,33,False,Color was not at all what i expected. It ... Color was not at all what i expected. It was more orange then red. Not sure that I am going to keep them.,"['color', 'expected', 'color', 'expected', 'orange', 'red', 'sure', 'going', 'keep']",-0.2411,Negative,0.0,Neutral
Nike I have wide feet and these were too narrow but very nice looking.,Positive,4.0,True,,9 D - Wide,Cool Grey / Volt - Wolf Grey - Pure Platinum,70,14,False,Nike I have wide feet and these were too narrow but very nice looking.,"['nike', 'wide', 'foot', 'narrow', 'nice', 'looking']",0.6297,Positive,1.0,Positive
"Very comfortable, cute, and long-lasting I love these, I had the previous iteration (or maybe two earlier?) and finally wore them out after several years. They are definitely a light-weight training shoe so I wouldn't get them if you are going to be doing a lot of running. But this also makes them extremely comfortable, I hadn't realized how hot running shoes made my feet until I switched to these. Good support and my feet stay cool all day, also noticeably light but well-made and long lasting.

I have worn them hiking in a pinch but don't really recommend it because the material is mesh-like and will let a lot of dirt in. But if you mainly take cardio classes and/or do weight training or just need something to wear around town look no further.",Positive,5.0,True,,9 B(M) US,Black/White/Anthracite/Stealth,754,135,True,"Very comfortable, cute, and long-lasting I love these, I had the previous iteration (or maybe two earlier?) and finally wore them out after several years. They are definitely a light-weight training shoe so I wouldn't get them if you are going to be doing a lot of running. But this also makes them extremely comfortable, I hadn't realized how hot running shoes made my feet until I switched to these. Good support and my feet stay cool all day, also noticeably light but well-made and long lasting. I have worn them hiking in a pinch but don't really recommend it because the material is mesh-like and will let a lot of dirt in. But if you mainly take cardio classes and/or do weight training or just need something to wear around town look no further.","['comfortable', 'cute', 'longlasting', 'love', 'previous', 'iteration', 'maybe', 'two', 'earlier', 'finally', 'wore', 'several', 'year', 'definitely', 'lightweight', 'training', 'shoe', 'wouldnt', 'get', 'going', 'lot', 'running', 'also', 'make', 'extremely', 'comfortable', 'hadnt', 'realized', 'hot', 'running', 'shoe', 'made', 'foot', 'switched', 'good', 'support', 'foot', 'stay', 'cool', 'day', 'also', 'noticeably', 'light', 'wellmade', 'long', 'lasting', 'worn', 'hiking', 'pinch', 'dont', 'really', 'recommend', 'material', 'meshlike', 'let', 'lot', 'dirt', 'mainly', 'take', 'cardio', 'class', 'andor', 'weight', 'training', 'need', 'something', 'wear', 'around', 'town', 'look']",0.9088,Positive,-0.25,Negative
Five Stars I recommend that!,Positive,5.0,True,,6.5 B(M) US,Black/White/Anthracite/Stealth,28,5,False,Five Stars I recommend that!,"['five', 'star', 'recommend']",0.4199,Positive,-0.125,Negative
Five Stars Excellent ...!!!,Positive,5.0,True,,X-Large,Wolf Grey/Platinum/White/Crimson,27,4,False,Five Stars Excellent ...!!!,"['five', 'star', 'excellent']",0.6784,Positive,0.0,Neutral
Five Stars I love them! They fit perfect and are very comfortable!!,Positive,5.0,True,,6.5 B(M) US,Wolf Grey/Black-pink Blast/White,67,12,False,Five Stars I love them! They fit perfect and are very comfortable!!,"['five', 'star', 'love', 'fit', 'perfect', 'comfortable']",0.942,Positive,0.25,Positive
Five Stars very nice ....high quality....,Positive,5.0,True,,6.5,3mm,41,6,False,Five Stars very nice ....high quality....,"['five', 'star', 'nice', 'high', 'quality']",0.4754,Positive,1.125,Positive
Three Stars Squeaky,Neutral,3.0,True,3.0,7.5 B(M) US,Racer Blue/Obsidian/Blue Tint,19,3,False,Three Stars Squeaky,"['three', 'star', 'squeaky']",0.0,Neutral,0.0,Neutral
"Great shoe! The shoes fit perfectly and came within the time frame i was given.  Very comfortable, which is needed since my job requires a lot if standing abd walking throughout the day.",Positive,5.0,True,,7.5 B(M) US,Black/White/Anthracite/Stealth,186,33,False,"Great shoe! The shoes fit perfectly and came within the time frame i was given. Very comfortable, which is needed since my job requires a lot if standing abd walking throughout the day.","['great', 'shoe', 'shoe', 'fit', 'perfectly', 'came', 'within', 'time', 'frame', 'given', 'comfortable', 'needed', 'since', 'job', 'requires', 'lot', 'standing', 'abd', 'walking', 'throughout', 'day']",0.9401,Positive,0.375,Positive
Great inserts We have used these inserts for years.  They provide great support.,Positive,5.0,True,,,,80,13,False,Great inserts We have used these inserts for years. They provide great support.,"['great', 'insert', 'used', 'insert', 'year', 'provide', 'great', 'support']",0.8979,Positive,0.0,Neutral
Hanes pants So comfortable and soft.,Positive,5.0,True,,,,36,6,False,Hanes pants So comfortable and soft.,"['hanes', 'pant', 'comfortable', 'soft']",0.6418,Positive,-1.125,Negative
"decent arch support and comfortably to wear all day doing regular activity and sprinting Lightweight, decent arch support and comfortably to wear all day doing regular activity and sprinting.",Positive,5.0,True,,8.5 B(M) US,Cool Grey/Pure Platinum/White/Volt,191,29,False,"decent arch support and comfortably to wear all day doing regular activity and sprinting Lightweight, decent arch support and comfortably to wear all day doing regular activity and sprinting.","['decent', 'arch', 'support', 'comfortably', 'wear', 'day', 'regular', 'activity', 'sprinting', 'lightweight', 'decent', 'arch', 'support', 'comfortably', 'wear', 'day', 'regular', 'activity', 'sprinting']",0.875,Positive,0.875,Positive
"A little annoying because I have to pay attention but they are ... I wear them for Zumba and my heel slips on turns. A little annoying because I have to pay attention but they are so cute and comfy, it balances out.",Positive,4.0,True,,8.5 B(M) US,Black/Wolf Grey/White/Pink,215,43,False,"A little annoying because I have to pay attention but they are ... I wear them for Zumba and my heel slips on turns. A little annoying because I have to pay attention but they are so cute and comfy, it balances out.","['little', 'annoying', 'pay', 'attention', 'wear', 'zumba', 'heel', 'slip', 'turn', 'little', 'annoying', 'pay', 'attention', 'cute', 'comfy', 'balance']",0.1743,Positive,-0.75,Negative
BEST SHOES EVER! BEST. SHOES. EVER.  I bought two pairs in different colors- black n' white and the pink and white...  They have AWESOME support for whatever you use them for.. I have one for work and the other for training/running/etc in...,Positive,5.0,True,,7.5 B(M) US,Pink Blast/Stealth/Hyper Pink/White,241,42,False,BEST SHOES EVER! BEST. SHOES. EVER. I bought two pairs in different colors- black n' white and the pink and white... They have AWESOME support for whatever you use them for.. I have one for work and the other for training/running/etc in...,"['best', 'shoe', 'ever', 'best', 'shoe', 'ever', 'bought', 'two', 'pair', 'different', 'color', 'black', 'n', 'white', 'pink', 'white', 'awesome', 'support', 'whatever', 'use', 'one', 'work', 'trainingrunningetc']",0.9622,Positive,2.125,Positive
I've been using these to exercise and they are nice a roomy and allow my feet to breath I've been using these to exercise and they are nice a roomy and allow my feet to breath. Also love the colors.,Positive,5.0,True,,8.5 B(M) US,Cool Grey/Pure Platinum/White/Volt,198,40,False,I've been using these to exercise and they are nice a roomy and allow my feet to breath I've been using these to exercise and they are nice a roomy and allow my feet to breath. Also love the colors.,"['ive', 'using', 'exercise', 'nice', 'roomy', 'allow', 'foot', 'breath', 'ive', 'using', 'exercise', 'nice', 'roomy', 'allow', 'foot', 'breath', 'also', 'love', 'color']",0.9118,Positive,2.25,Positive
"Comfy and warm. Very comfy. If they had pockets, theyd be awesome! I bought these for me to lounge around in and my husband has stolen them. I might have to buy another pair!",Positive,4.0,True,,X-Large,Charcoal Heather,174,34,False,"Comfy and warm. Very comfy. If they had pockets, theyd be awesome! I bought these for me to lounge around in and my husband has stolen them. I might have to buy another pair!","['comfy', 'warm', 'comfy', 'pocket', 'theyd', 'awesome', 'bought', 'lounge', 'around', 'husband', 'stolen', 'might', 'buy', 'another', 'pair']",0.5242,Positive,1.25,Positive
"very comfortable but limited use i bought a pair from DSW for 50$ and they are very comfortable but i bought a size 6.5 when I normally where a size 7.  and even the 6.5 feels a little roomy.  I have wide flat feet btw.  im not sure if I will keep them even though i love their look and comfort.  I've been having feet problems while taking a gym class and I think they won't give me enough support when running.  they're great for wearing at home or gym and doing exercises in one place- extremely light weight and flexible, but i don't know if they'll last long if you use them everywhere else.  :(  i really like them but i cant just buy 2 different shoes.
also, i really like the strings inside the lining on the side of the shoes to adjust and make the shoe fit snug. it makes me feel secure :D",Positive,4.0,False,,6.5 B(M) US,Cool Grey/Rage Green/Hyper Turquoise,799,157,True,"very comfortable but limited use i bought a pair from DSW for 50$ and they are very comfortable but i bought a size 6.5 when I normally where a size 7. and even the 6.5 feels a little roomy. I have wide flat feet btw. im not sure if I will keep them even though i love their look and comfort. I've been having feet problems while taking a gym class and I think they won't give me enough support when running. they're great for wearing at home or gym and doing exercises in one place- extremely light weight and flexible, but i don't know if they'll last long if you use them everywhere else. :( i really like them but i cant just buy 2 different shoes. also, i really like the strings inside the lining on the side of the shoes to adjust and make the shoe fit snug. it makes me feel secure :D","['comfortable', 'limited', 'use', 'bought', 'pair', 'dsw', '50', 'comfortable', 'bought', 'size', '65', 'normally', 'size', '7', 'even', '65', 'feel', 'little', 'roomy', 'wide', 'flat', 'foot', 'btw', 'im', 'sure', 'keep', 'even', 'though', 'love', 'look', 'comfort', 'ive', 'foot', 'problem', 'taking', 'gym', 'class', 'think', 'wont', 'give', 'enough', 'support', 'running', 'theyre', 'great', 'wearing', 'home', 'gym', 'exercise', 'one', 'place', 'extremely', 'light', 'weight', 'flexible', 'dont', 'know', 'theyll', 'last', 'long', 'use', 'everywhere', 'else', 'really', 'like', 'cant', 'buy', '2', 'different', 'shoe', 'also', 'really', 'like', 'string', 'inside', 'lining', 'side', 'shoe', 'adjust', 'make', 'shoe', 'fit', 'snug', 'make', 'feel', 'secure']",0.9895,Positive,-0.125,Negative
"Cheap These shoes are poorly constructed and I don't expect them to last more that one summer.  Would not recommend, and will not order another Nike downshifter series again",Negative,2.0,True,,13 D(M) US,Cool Grey/Team Orange/White/Platinum,173,29,False,"Cheap These shoes are poorly constructed and I don't expect them to last more that one summer. Would not recommend, and will not order another Nike downshifter series again","['cheap', 'shoe', 'poorly', 'constructed', 'dont', 'expect', 'last', 'one', 'summer', 'would', 'recommend', 'order', 'another', 'nike', 'downshifter', 'series']",-0.2755,Negative,-1.375,Negative
Five Stars perfect,Positive,5.0,True,,11,3mm,18,3,False,Five Stars perfect,"['five', 'star', 'perfect']",0.5719,Positive,0.0,Neutral
Great red color I got a hot spot on the bottom of my foot the first day I wore them.,Neutral,3.0,True,,10 B(M) US,Bright Mango/Crimson/White/Blue,84,20,False,Great red color I got a hot spot on the bottom of my foot the first day I wore them.,"['great', 'red', 'color', 'got', 'hot', 'spot', 'bottom', 'foot', 'first', 'day', 'wore']",0.6249,Positive,-0.125,Negative
"loose screws they are fine for the value, particularly since I lose so many
reading glasses.  some of the screws do require constant
tightening.",Neutral,3.0,True,,2.75,,144,24,False,"loose screws they are fine for the value, particularly since I lose so many reading glasses. some of the screws do require constant tightening.","['loose', 'screw', 'fine', 'value', 'particularly', 'since', 'lose', 'many', 'reading', 'glass', 'screw', 'require', 'constant', 'tightening']",-0.6204,Negative,0.75,Positive
"Hurt my knees and back running I LOVE the look and comfort of these shoes for style and lifting weights. Super cute and flezable. BUT for running, absolutely not!! It might just be my pronation/supnation and these shoes just do not work for my personal stride. I run about 2-4 miles every few days. Average of 8 miles a week and then sprints twice a week on a treadmill. Just after running with these 3 times, I am having major back issues that I have never had before.

MY STATS and other shoes:
I road and trail run. I run on my tip toes on the treadmill and a lot of heal on the road. I am 5'6 169lbs with more muscle than an average runner. Built more like a sprinter than a marathon runner.
I LOVE Nike FLEX bottoms. They really give me support and flex needed. I have also used Asics and Puma.",Neutral,3.0,True,2.0,9.5 B(M) US,Black/White/Anthracite/Stealth,799,155,True,"Hurt my knees and back running I LOVE the look and comfort of these shoes for style and lifting weights. Super cute and flezable. BUT for running, absolutely not!! It might just be my pronation/supnation and these shoes just do not work for my personal stride. I run about 2-4 miles every few days. Average of 8 miles a week and then sprints twice a week on a treadmill. Just after running with these 3 times, I am having major back issues that I have never had before. MY STATS and other shoes: I road and trail run. I run on my tip toes on the treadmill and a lot of heal on the road. I am 5'6 169lbs with more muscle than an average runner. Built more like a sprinter than a marathon runner. I LOVE Nike FLEX bottoms. They really give me support and flex needed. I have also used Asics and Puma.","['hurt', 'knee', 'back', 'running', 'love', 'look', 'comfort', 'shoe', 'style', 'lifting', 'weight', 'super', 'cute', 'flezable', 'running', 'absolutely', 'might', 'pronationsupnation', 'shoe', 'work', 'personal', 'stride', 'run', '24', 'mile', 'every', 'day', 'average', '8', 'mile', 'week', 'sprint', 'twice', 'week', 'treadmill', 'running', '3', 'time', 'major', 'back', 'issue', 'never', 'stats', 'shoe', 'road', 'trail', 'run', 'run', 'tip', 'toe', 'treadmill', 'lot', 'heal', 'road', '56', '169lbs', 'muscle', 'average', 'runner', 'built', 'like', 'sprinter', 'marathon', 'runner', 'love', 'nike', 'flex', 'bottom', 'really', 'give', 'support', 'flex', 'needed', 'also', 'used', 'asics', 'puma']",0.9722,Positive,0.625,Positive
Five Stars This pair fits perfect.....the first pair was wrong size in the right box.....definitely order again!!!!!,Positive,5.0,True,,12 B(M) US,Cool Grey/Volt/Pure Platinum,116,17,False,Five Stars This pair fits perfect.....the first pair was wrong size in the right box.....definitely order again!!!!!,"['five', 'star', 'pair', 'fit', 'perfectthe', 'first', 'pair', 'wrong', 'size', 'right', 'boxdefinitely', 'order']",-0.6449,Negative,0.25,Positive
"Was not comfortable. Switched to ""Fruit of the loom"" Did not fit well. Was not comfortable. Switched to ""Fruit of the loom"". Fruit of the loom are somewhat oversized but fit well and are very comfortable.",Negative,2.0,True,,,,204,36,False,"Was not comfortable. Switched to ""Fruit of the loom"" Did not fit well. Was not comfortable. Switched to ""Fruit of the loom"". Fruit of the loom are somewhat oversized but fit well and are very comfortable.","['comfortable', 'switched', 'fruit', 'loom', 'fit', 'well', 'comfortable', 'switched', 'fruit', 'loom', 'fruit', 'loom', 'somewhat', 'oversized', 'fit', 'well', 'comfortable']",0.6575,Positive,-2.875,Negative
Fleece Pants Not much for wearing anything other than jeans. These fit OK for my size. Nice for lounging in around the house.,Positive,4.0,True,,,,125,23,False,Fleece Pants Not much for wearing anything other than jeans. These fit OK for my size. Nice for lounging in around the house.,"['fleece', 'pant', 'much', 'wearing', 'anything', 'jean', 'fit', 'ok', 'size', 'nice', 'lounging', 'around', 'house']",0.8038,Positive,1.25,Positive
The color pattern and fit is what I liked the most what I liked the least is that ... The color pattern and fit is what I liked the most what I liked the least is that they are not easy to clean and stains do not come out very easy or at all,Positive,5.0,True,,7 B(M) US,Blue Tint/Green Glow/Hasta/White,241,54,False,The color pattern and fit is what I liked the most what I liked the least is that ... The color pattern and fit is what I liked the most what I liked the least is that they are not easy to clean and stains do not come out very easy or at all,"['color', 'pattern', 'fit', 'liked', 'liked', 'least', 'color', 'pattern', 'fit', 'liked', 'liked', 'least', 'easy', 'clean', 'stain', 'come', 'easy']",0.9355,Positive,-0.375,Negative
Five Stars love these shoes. use them to workout inside and to work,Positive,5.0,True,,9 B(M) US,Black/White/Anthracite/Stealth,67,13,False,Five Stars love these shoes. use them to workout inside and to work,"['five', 'star', 'love', 'shoe', 'use', 'workout', 'inside', 'work']",0.6369,Positive,0.625,Positive
Five Stars Perfect,Positive,5.0,True,,8.5 B(M) US,Black/White/Anthracite/Stealth,18,3,False,Five Stars Perfect,"['five', 'star', 'perfect']",0.5719,Positive,0.0,Neutral
I absolutely LOVE these shoes I absolutely LOVE these shoes. These are my absolute favorite. So light and comfortable. These are actually my 2nd pair. I am still wearing my 1st pair after 2 years and they look good still. I am just afraid they are going to disappear and I want a back up pair for when my 1st pair wears out. These have been the best shoes I've owned!,Positive,5.0,True,,8 M US,Black/White/Anthracite/Stealth,367,71,False,I absolutely LOVE these shoes I absolutely LOVE these shoes. These are my absolute favorite. So light and comfortable. These are actually my 2nd pair. I am still wearing my 1st pair after 2 years and they look good still. I am just afraid they are going to disappear and I want a back up pair for when my 1st pair wears out. These have been the best shoes I've owned!,"['absolutely', 'love', 'shoe', 'absolutely', 'love', 'shoe', 'absolute', 'favorite', 'light', 'comfortable', 'actually', '2nd', 'pair', 'still', 'wearing', '1st', 'pair', '2', 'year', 'look', 'good', 'still', 'afraid', 'going', 'disappear', 'want', 'back', 'pair', '1st', 'pair', 'wear', 'best', 'shoe', 'ive', 'owned']",0.9772,Positive,3.25,Positive
Three Stars Not pretty for fashion but great around the house and work.,Neutral,3.0,True,,1.50,,71,13,False,Three Stars Not pretty for fashion but great around the house and work.,"['three', 'star', 'pretty', 'fashion', 'great', 'around', 'house', 'work']",0.7037,Positive,0.75,Positive
"OK Bought these shoes with HIIT in mind, but not too sure how I like the fit on my foot. First time to wear them, not great for running. Maybe after they're broken in a little they'll get better. If you just need a comfortable pair of shoes for walking, they're fine.",Neutral,3.0,True,,5 B(M) US,Black/White/Anthracite/Stealth,267,52,False,"OK Bought these shoes with HIIT in mind, but not too sure how I like the fit on my foot. First time to wear them, not great for running. Maybe after they're broken in a little they'll get better. If you just need a comfortable pair of shoes for walking, they're fine.","['ok', 'bought', 'shoe', 'hiit', 'mind', 'sure', 'like', 'fit', 'foot', 'first', 'time', 'wear', 'great', 'running', 'maybe', 'theyre', 'broken', 'little', 'theyll', 'get', 'better', 'need', 'comfortable', 'pair', 'shoe', 'walking', 'theyre', 'fine']",0.7606,Positive,1.0,Positive
"Lack support but overall good shoe Super light and very comfortable. I'm a runner and they lack a bit in arch support, so the soles of my feet are a sore. I'm going to add an insert to try fix the problem.",Neutral,3.0,True,,9 B(M) US,Black/White/Anthracite/Stealth,205,42,False,"Lack support but overall good shoe Super light and very comfortable. I'm a runner and they lack a bit in arch support, so the soles of my feet are a sore. I'm going to add an insert to try fix the problem.","['lack', 'support', 'overall', 'good', 'shoe', 'super', 'light', 'comfortable', 'im', 'runner', 'lack', 'bit', 'arch', 'support', 'sol', 'foot', 'sore', 'im', 'going', 'add', 'insert', 'try', 'fix', 'problem']",0.8776,Positive,-1.25,Negative
Not as expected Took other reviewers advice and went up half size and it was too large. I thought this was a more sock-like fit but it had a tongue that came up high on my ankle not at all sock like. Nice looking and very light weight with a rounded square toe that left plenty of room front foot and toes. These just weren't what I was looking for.,Neutral,3.0,True,,8.5 B(M) US,Black/White/Anthracite/Stealth,349,70,False,Not as expected Took other reviewers advice and went up half size and it was too large. I thought this was a more sock-like fit but it had a tongue that came up high on my ankle not at all sock like. Nice looking and very light weight with a rounded square toe that left plenty of room front foot and toes. These just weren't what I was looking for.,"['expected', 'took', 'reviewer', 'advice', 'went', 'half', 'size', 'large', 'thought', 'socklike', 'fit', 'tongue', 'came', 'high', 'ankle', 'sock', 'like', 'nice', 'looking', 'light', 'weight', 'rounded', 'square', 'toe', 'left', 'plenty', 'room', 'front', 'foot', 'toe', 'werent', 'looking']",0.8334,Positive,-0.125,Negative
"Five Stars Fit perfectly. I bought dark grey, and they didn't fade",Positive,5.0,True,,Medium,Charcoal Heather,66,12,False,"Five Stars Fit perfectly. I bought dark grey, and they didn't fade","['five', 'star', 'fit', 'perfectly', 'bought', 'dark', 'grey', 'didnt', 'fade']",0.7845,Positive,0.125,Positive
Five Stars Very comfortable. I love wearing them.,Positive,5.0,True,,10 B(M) US,White/Hyper Pink/Pure Platinum/Wolf Grey,49,8,False,Five Stars Very comfortable. I love wearing them.,"['five', 'star', 'comfortable', 'love', 'wearing']",0.8425,Positive,-0.125,Negative
I feel like this pair of shoes was made for my feet I feel like this pair of shoes was made for my feet. Great fit and comfort! Very pleased with this purchase.,Positive,5.0,True,,11 B(M) US,Black/White/Anthracite/Stealth,160,33,False,I feel like this pair of shoes was made for my feet I feel like this pair of shoes was made for my feet. Great fit and comfort! Very pleased with this purchase.,"['feel', 'like', 'pair', 'shoe', 'made', 'foot', 'feel', 'like', 'pair', 'shoe', 'made', 'foot', 'great', 'fit', 'comfort', 'pleased', 'purchase']",0.9484,Positive,1.125,Positive
"I have pretty high arches and my calves always hurt at the ... I have pretty high arches and my calves always hurt at the gym with other shoes. I have been on the hunt for a good cross trainer that I can use to lift, take gym classes, and lightly jog/run on the treadmill. These have been wonderful! I don't ever have any pain in my calves or my feet when wearing these and they fit like a glove. Highly recommend!",Positive,5.0,True,,7 B(M) US,Hyper Jade/Mtlc Silver/Hyper Turq,414,82,False,"I have pretty high arches and my calves always hurt at the ... I have pretty high arches and my calves always hurt at the gym with other shoes. I have been on the hunt for a good cross trainer that I can use to lift, take gym classes, and lightly jog/run on the treadmill. These have been wonderful! I don't ever have any pain in my calves or my feet when wearing these and they fit like a glove. Highly recommend!","['pretty', 'high', 'arch', 'calf', 'always', 'hurt', 'pretty', 'high', 'arch', 'calf', 'always', 'hurt', 'gym', 'shoe', 'hunt', 'good', 'cross', 'trainer', 'use', 'lift', 'take', 'gym', 'class', 'lightly', 'jogrun', 'treadmill', 'wonderful', 'dont', 'ever', 'pain', 'calf', 'foot', 'wearing', 'fit', 'like', 'glove', 'highly', 'recommend']",0.8828,Positive,-0.875,Negative
Three Stars Average product.  As described.,Neutral,3.0,True,,XX-Large,Deep Royal,43,6,False,Three Stars Average product. As described.,"['three', 'star', 'average', 'product', 'described']",0.0,Neutral,0.125,Positive
These are the best shoes I have ever use for my workouts These are the best shoes I have ever use for my workouts!!! I love them and buy them in bulk!!! LOL,Positive,5.0,True,,9 B(M) US,Black/Hyper Violet/Total Crimson/White,156,33,False,These are the best shoes I have ever use for my workouts These are the best shoes I have ever use for my workouts!!! I love them and buy them in bulk!!! LOL,"['best', 'shoe', 'ever', 'use', 'workout', 'best', 'shoe', 'ever', 'use', 'workout', 'love', 'buy', 'bulk', 'lol']",0.9601,Positive,2.625,Positive
Five Stars Super comfortable and extremely lightweight. Great for crossfit!,Positive,5.0,True,,7.5 B(M) US,Ocean Fog/Blue Grey/Mango,75,10,False,Five Stars Super comfortable and extremely lightweight. Great for crossfit!,"['five', 'star', 'super', 'comfortable', 'extremely', 'lightweight', 'great', 'crossfit']",0.9165,Positive,-0.125,Negative
"True to size, would recommend This is a great shoe for in gym workouts. I did take a 10 mile hike and had a blister on my pinky, but other than that these are very comfortable shoes!",Positive,4.0,True,,8 B(M) US,Grey,182,37,False,"True to size, would recommend This is a great shoe for in gym workouts. I did take a 10 mile hike and had a blister on my pinky, but other than that these are very comfortable shoes!","['true', 'size', 'would', 'recommend', 'great', 'shoe', 'gym', 'workout', 'take', '10', 'mile', 'hike', 'blister', 'pinky', 'comfortable', 'shoe']",0.8855,Positive,-1.125,Negative
Five Stars great,Positive,5.0,True,,8.5 B(M) US,Hyper Jade/Mtlc Silver/Hyper Turq,16,3,False,Five Stars great,"['five', 'star', 'great']",0.6249,Positive,0.0,Neutral
Nope Ugh... way to large - is this for a man?,Neutral,3.0,True,,10 B(M) US,Black/White/Anthracite/Stealth,45,11,False,Nope Ugh... way to large - is this for a man?,"['nope', 'ugh', 'way', 'large', 'man']",0.3252,Positive,0.125,Positive
Three Stars ok but too big,Neutral,3.0,True,,12 B(M) US,Cool Grey/Volt/Pure Platinum,26,6,False,Three Stars ok but too big,"['three', 'star', 'ok', 'big']",0.1531,Positive,0.125,Positive
"Comfortable and lightweight Comfortable and lightweight. Need a good training shoe that's also supportive and flexible.  I really like the fit, but had to get 1/2 size larger as this style in my size is too perfect from heel to toe.",Positive,5.0,True,10.0,10.5 B(M) US,Black/White/Anthracite/Stealth,232,41,False,"Comfortable and lightweight Comfortable and lightweight. Need a good training shoe that's also supportive and flexible. I really like the fit, but had to get 1/2 size larger as this style in my size is too perfect from heel to toe.","['comfortable', 'lightweight', 'comfortable', 'lightweight', 'need', 'good', 'training', 'shoe', 'thats', 'also', 'supportive', 'flexible', 'really', 'like', 'fit', 'get', '12', 'size', 'larger', 'style', 'size', 'perfect', 'heel', 'toe']",0.934,Positive,-0.125,Negative
"LOVE! I love these!  I ordered an 8.5 which is my normal shoe size and they fit great.  I used them for my strength training class and they performed well, and they are sooooo pretty!  Comfortable, low profile and stylish!",Positive,5.0,True,,8.5 B(M) US,Black/Green Glow-blue Glow-white,222,40,False,"LOVE! I love these! I ordered an 8.5 which is my normal shoe size and they fit great. I used them for my strength training class and they performed well, and they are sooooo pretty! Comfortable, low profile and stylish!","['love', 'love', 'ordered', '85', 'normal', 'shoe', 'size', 'fit', 'great', 'used', 'strength', 'training', 'class', 'performed', 'well', 'sooooo', 'pretty', 'comfortable', 'low', 'profile', 'stylish']",0.981,Positive,-0.5,Negative
"I love these shoes my second pair of 40 plus $ ... I love these shoes my second pair of 40 plus $ shoes and they both have certainly out done the $100 K-swiss that I'm looking to return . The shoes are extremely comfortable, all my clients love them, just wish they came in more colors.",Positive,5.0,True,,9 D - Wide,Cool Grey / Volt - Wolf Grey - Pure Platinum,286,57,False,"I love these shoes my second pair of 40 plus $ ... I love these shoes my second pair of 40 plus $ shoes and they both have certainly out done the $100 K-swiss that I'm looking to return . The shoes are extremely comfortable, all my clients love them, just wish they came in more colors.","['love', 'shoe', 'second', 'pair', '40', 'plus', 'love', 'shoe', 'second', 'pair', '40', 'plus', 'shoe', 'certainly', 'done', '100', 'kswiss', 'im', 'looking', 'return', 'shoe', 'extremely', 'comfortable', 'client', 'love', 'wish', 'came', 'color']",0.9694,Positive,2.5,Positive
HIIT shoes Wife happy with fit.,Positive,4.0,True,,8 B(M) US,Black/White/Anthracite/Stealth,31,6,False,HIIT shoes Wife happy with fit.,"['hiit', 'shoe', 'wife', 'happy', 'fit']",0.7351,Positive,0.375,Positive
